curah_hujan_DK,curah_hujan_BS,debit_sungai_m3_per_detik,tinggi_muka_air_m,Banjir
9.40625,6.0,9.91,3.1,0
7.9375,6.5,10.0,3.11,0
6.46875,7.0,10.13,3.13,0
5.0,7.5,12.63,3.4,0
7.5,5.875,11.78,3.31,0
7.5,4.25,11.02,3.24,0
7.5,2.625,12.5,3.41,0
7.5,1.0,10.88,3.23,0
7.5,0.75,10.61,3.2,0
4.25,0.5,10.25,3.16,0
1.0,0.25,10.69,3.22,0
1.25,0.0,11.87,3.36,0
1.5,7.0,13.53,3.53,0
6.5,4.5,13.33,3.51,0
3.5,2.0,12.5,3.43,0
3.3833333333333333,1.9285714285714286,11.48,3.32,0
3.2666666666666666,1.8571428571428572,10.77,3.24,0
3.15,1.7857142857142858,10.25,3.18,0
3.033333333333333,1.7142857142857144,10.05,3.16,0
2.916666666666667,1.6428571428571428,9.54,3.1,0
2.8,1.5714285714285714,9.38,3.08,0
2.6833333333333336,1.5,9.2,3.06,0
2.5666666666666664,1.4285714285714286,9.29,3.07,0
2.45,1.3571428571428572,9.33,3.08,0
2.3333333333333335,1.2857142857142856,8.73,3.0,0
2.216666666666667,1.2142857142857144,8.01,2.9,0
2.1,1.1428571428571428,7.87,2.89,0
1.9833333333333334,1.0714285714285716,7.66,2.86,0
1.8666666666666667,1.0,7.55,2.85,0
1.75,0.9285714285714286,7.74,2.88,0
1.6333333333333333,0.8571428571428572,7.41,2.83,0
1.5166666666666668,0.7857142857142858,10.29,3.2,0
1.4,0.7142857142857144,11.2,3.31,0
1.2833333333333332,0.642857142857143,8.5,2.97,0
1.166666666666667,0.5714285714285714,7.71,2.89,0
1.0500000000000003,0.5,7.49,2.85,0
0.9333333333333336,0.4285714285714286,7.33,2.83,0
0.8166666666666669,0.3571428571428572,7.3,2.83,0
0.7000000000000002,0.2857142857142858,7.41,2.85,0
0.5833333333333335,0.2142857142857144,7.3,2.84,0
0.4666666666666668,0.14285714285714302,7.25,2.83,0
0.3500000000000001,0.07142857142857162,7.1,2.81,0
0.2333333333333334,0.0,6.99,2.8,0
0.1166666666666667,0.0,7.42,2.87,0
0.0,0.0,7.37,2.86,0
8.0,1.0,7.6,2.9,0
0.0,1.125,7.35,2.86,0
1.0,1.25,7.36,2.87,0
0.5,1.375,7.2,2.85,0
0.0,1.5,7.24,2.86,0
0.0,3.5,7.77,2.94,0
3.5,3.25,9.32,3.15,0
0.0,3.0,19.95,4.22,0
0.0,2.6666666666666665,9.4,3.14,0
0.0,2.3333333333333335,8.1,2.99,0
0.0,2.0,7.62,2.93,0
0.0,1.6666666666666667,7.6,2.93,0
0.0,1.3333333333333335,8.13,3.01,0
0.0,1.0000000000000002,7.43,2.91,0
0.0,0.666666666666667,7.15,2.87,0
0.0,0.3333333333333335,7.19,2.88,0
0.0,0.0,7.02,2.85,0
0.0,5.0,7.72,2.96,0
4.0,3.0,8.81,3.12,0
3.5,1.0,7.93,3.0,0
3.0,1.6666666666666665,8.07,3.02,0
5.166666666666666,2.333333333333333,7.72,2.97,0
7.333333333333333,3.0,7.91,3.0,0
9.5,10.0,8.7,3.12,0
5.0,6.25,9.37,3.2,0
3.25,2.5,8.56,3.1,0
1.5,8.0,7.7,2.98,0
5.5,13.500000000000002,7.84,3.01,0
9.5,19.0,7.55,2.96,0
13.5,24.500000000000004,7.29,2.93,0
17.5,30.0,8.87,3.15,0
21.5,16.25,10.7,3.38,0
15.166666666666666,2.5,10.17,3.32,0
8.833333333333332,8.5,8.85,3.15,0
2.5,31.5,10.94,3.41,0
7.5,3.0,26.4,4.75,0
12.5,19.0,20.25,4.31,0
9.5,1.0,21.93,4.44,0
21.0,30.5,19.17,4.22,0
32.5,4.0,29.3,4.94,0
14.5,3.5,34.78,5.29,0
2.5,30.0,28.02,4.85,0
11.0,4.0,29.6,4.91,0
24.5,2.5,23.36,4.57,0
0.0,1.0,17.06,4.05,0
0.0,13.5,14.98,3.87,0
10.5,1.5,23.82,4.62,0
1.0,1.0,19.51,4.27,0
0.6666666666666667,0.5,14.61,3.85,0
0.33333333333333337,0.0,12.57,3.64,0
0.0,0.0,10.79,3.45,0
0.0,0.19999999999999998,10.89,3.47,0
0.0,0.39999999999999997,9.79,3.33,0
0.0,0.6,9.32,3.28,0
4.333333333333333,0.7999999999999999,9.5,3.3,0
8.666666666666666,1.0,9.18,3.26,0
13.0,4.5,9.39,3.29,0
5.0,6.055555555555555,9.03,3.25,0
13.5,7.611111111111111,8.68,3.2,0
22.0,9.166666666666668,8.89,3.23,0
30.5,10.722222222222221,10.81,3.47,0
22.875,12.277777777777779,8.97,3.23,0
15.25,13.833333333333334,8.91,3.23,0
7.625,15.38888888888889,8.11,3.11,0
0.0,16.944444444444443,8.39,3.16,0
5.25,18.5,8.76,3.2,0
10.5,1.0,16.14,4.03,0
24.5,9.0,14.3,3.83,0
24.0,5.0,15.78,3.95,0
4.0,21.0,24.13,4.66,0
27.5,20.5,26.65,4.79,0
37.0,4.5,18.34,4.15,0
21.75,1.5,13.17,3.72,0
6.5,0.75,19.04,4.28,0
0.5,0.0,18.86,4.24,0
3.0,2.0,15.02,3.91,0
2.0,0.0,16.14,4.02,0
0.0,5.5,18.65,4.22,0
8.0,1.0,17.07,4.08,0
1.5,1.5,13.52,3.76,0
1.5,3.0,12.21,3.62,0
5.5,5.5,12.6,3.67,0
6.0,3.666666666666667,14.09,3.82,0
0.0,1.8333333333333335,11.91,3.58,0
1.875,0.0,10.55,3.43,0
3.75,3.0,10.13,3.38,0
5.625,6.0,9.88,3.35,0
7.5,14.5,9.8,3.34,0
15.0,2.5,9.77,3.32,0
3.0,2.0,13.64,3.78,0
2.0,15.0,18.36,4.22,0
16.0,1.5,19.62,4.31,0
1.5,0.0,20.06,4.35,0
0.0,6.0,16.7,4.06,0
7.0,4.0,15.89,3.99,0
4.666666666666666,2.0,12.25,3.62,0
2.333333333333333,0.0,10.82,3.47,0
0.0,3.0,11.07,3.5,0
9.5,5.0,17.02,4.1,0
83.0,40.5,19.53,4.28,0
33.0,3.5,51.54,6.16,0
1.5,0.0,34.19,5.24,0
0.0,1.5,21.89,4.47,0
0.0,0.75,20.51,4.39,0
2.25,0.0,15.42,3.9,0
4.5,6.5,16.26,4.03,0
4.5,4.833333333333333,16.46,4.02,0
3.6666666666666665,3.1666666666666665,17.59,3.88,0
2.833333333333333,1.5,16.61,3.78,0
2.0,8.5,16.89,3.81,0
6.5,3.5,23.4,4.35,0
5.0,2.25,23.01,4.3,0
3.25,1.0,18.57,3.93,0
1.5,2.0,19.03,3.98,0
1.5,3.0,16.61,3.75,0
1.0,17.0,17.62,3.83,0
16.0,43.5,40.42,5.39,0
24.0,6.5,48.83,5.78,0
5.5,9.5,49.76,5.82,0
11.0,4.0,54.93,6.04,0
11.0,3.5,45.48,5.59,0
8.0,7.0,38.47,5.22,0
5.75,10.5,31.69,4.83,0
3.5,0.0,37.04,5.14,0
3.75,2.5,26.61,4.48,0
4.0,1.0,24.72,4.35,0
1.5,1.0,21.69,4.11,0
1.0,10.0,21.03,4.06,0
8.5,1.0,28.62,4.61,0
0.0,0.5,22.56,4.16,0
0.0,0.0,19.56,3.92,0
6.0,7.0,21.41,4.07,0
12.0,13.5,27.38,4.5,0
13.5,0.0,36.11,5.05,0
0.0,0.0,28.97,4.58,0
0.0,1.5,25.63,4.36,0
4.0,1.0,23.53,4.2,0
1.5,0.0,21.22,4.02,0
0.0,1.5,19.59,3.88,0
5.5,6.5,21.15,4.01,0
5.0,2.5,24.01,4.22,0
0.0,16.0,21.7,4.04,0
18.0,1.5,26.0,4.35,0
7.0,13.5,24.05,4.21,0
23.0,37.5,33.22,4.81,0
26.5,10.5,46.24,5.51,0
11.5,1.5,33.55,4.78,0
3.0,2.0,26.22,4.33,0
1.5,1.8,23.84,4.16,0
1.0,1.6,20.68,3.91,0
0.5,1.4,22.97,4.08,0
0.0,1.2000000000000002,19.3,3.78,0
0.0,1.0,18.73,3.73,0
0.0,0.0,19.76,3.82,0
0.0,20.5,19.08,3.76,0
8.75,41.0,20.0,3.82,0
17.5,9.0,20.91,3.84,0
11.0,16.5,25.55,4.25,0
23.0,0.0,30.56,4.56,0
0.0,7.625,22.71,4.01,0
7.250000000000001,15.25,21.31,3.9,0
14.500000000000002,22.875,19.77,3.77,0
21.75,30.5,19.96,3.78,0
29.0,1.0,29.92,4.51,0
1.0,2.0,23.6,4.04,0
1.5,3.0,19.96,3.76,0
2.0,4.0,19.38,3.71,0
2.5,1.0,27.83,4.34,0
1.0,3.5,22.61,3.95,0
1.0,16.5,28.03,4.35,0
18.5,13.5,31.6,4.56,0
0.0,10.5,33.79,4.69,0
29.5,41.5,34.44,4.72,0
21.0,1.0,32.54,4.6,0
0.0,4.666666666666666,30.36,4.46,0
2.1666666666666665,8.333333333333332,24.11,4.03,0
4.333333333333333,12.0,27.31,4.23,0
6.5,3.0,32.21,4.55,0
5.5,5.625,27.19,4.23,0
8.125,8.25,23.85,3.99,0
10.75,10.875,21.7,3.82,0
13.375,13.5,22.84,3.89,0
16.0,31.5,30.02,4.4,0
35.5,14.0,31.75,4.49,0
27.0,4.0,41.81,5.04,0
3.5,3.1666666666666665,41.46,5.03,0
2.8333333333333335,2.333333333333333,34.64,4.65,0
2.166666666666667,1.5,35.59,4.71,0
1.5,38.5,37.55,4.81,0
41.0,17.0,48.16,5.36,0
31.5,25.0,55.64,5.69,0
42.0,52.0,68.3,6.2,0
67.5,12.5,61.8,5.92,0
11.0,8.5,63.15,5.99,0
0.5,2.0,55.04,5.62,0
4.75,19.5,43.45,5.08,0
9.0,42.5,61.51,5.91,0
2.0,3.0,73.85,6.37,0
1.0,1.0,49.36,5.33,0
0.5,0.0,36.75,4.7,0
0.0,0.625,33.23,4.49,0
0.0,1.25,29.83,4.28,0
0.0,1.8749999999999998,28.16,4.17,0
0.0,2.5,26.0,4.01,0
0.0,3.1249999999999996,24.63,3.91,0
0.0,3.7499999999999996,22.94,3.78,0
6.25,4.375,22.17,3.72,0
12.5,5.0,24.07,3.86,0
0.0,1.0,32.8,4.44,0
3.5,3.5,32.5,4.4,0
15.0,11.5,32.99,4.43,0
3.5,4.5,32.1,4.36,0
1.0,7.1875,31.51,4.33,0
2.5,9.875,27.91,4.08,0
4.0,12.5625,24.12,3.82,0
14.3,15.25,25.1,3.89,0
24.6,17.9375,22.84,3.71,0
34.900000000000006,20.625,21.18,3.58,0
45.2,23.3125,20.28,3.5,0
55.5,26.0,20.3,3.5,0
16.0,1.5,23.82,3.77,0
0.5,0.0,23.26,3.72,0
5.75,4.75,20.52,3.49,0
11.0,9.5,19.99,3.45,0
21.5,35.5,22.96,3.68,0
5.5,1.0,31.05,4.22,0
5.5,7.2,24.12,3.74,0
20.5,13.4,21.88,3.58,0
35.5,19.6,21.71,3.56,0
50.5,25.8,20.7,3.47,0
65.5,32.0,23.16,3.66,0
11.5,11.5,29.38,4.09,0
2.5,5.5,28.94,4.05,0
4.285714285714286,0.0,27.03,3.92,0
6.071428571428571,0.0,23.09,3.63,0
7.857142857142858,0.0,21.38,3.49,0
9.642857142857142,0.0,20.02,3.38,0
11.428571428571429,0.0,19.23,3.31,0
13.214285714285715,6.5,18.89,3.28,0
15.0,13.0,19.48,3.32,0
18.0,14.25,20.04,3.36,0
21.0,15.5,19.52,3.31,0
35.5,7.0,20.21,3.36,0
14.0,17.0,21.27,3.44,0
12.333333333333334,0.0,33.75,4.28,0
10.666666666666666,0.0,23.48,3.59,0
9.0,20.5,24.22,3.65,0
79.5,4.0,30.76,4.07,0
3.5,3.0,32.6,4.18,0
34.5,0.0,39.46,4.58,0
65.5,57.0,36.26,4.38,0
32.75,46.2,86.24,6.53,0
0.0,35.400000000000006,47.8,4.91,0
0.0,24.6,33.19,4.2,0
0.0,13.800000000000004,28.08,3.87,0
0.0,3.0,29.77,3.97,0
0.0,5.0,28.79,3.89,0
31.0,9.5,32.93,4.17,0
1.0,11.5,34.95,4.27,0
3.5,7.0,50.4,5.07,0
16.0,8.5,45.44,4.81,0
7.5,6.666666666666667,34.59,4.23,0
4.75,4.833333333333334,28.36,3.84,0
2.0,3.0,26.24,3.7,0
4.0,0.0,33.47,4.17,0
6.0,5.0,27.39,3.76,0
9.0,5.25,24.67,3.57,0
12.0,5.5,28.47,3.81,0
6.0,1.0,45.27,4.6,0
5.5,1.6,35.6,4.26,0
5.0,2.2,27.74,3.76,0
4.5,2.8,24.71,3.54,0
4.0,3.4,23.81,3.48,0
3.5,4.0,24.22,3.5,0
4.25,3.0,28.19,3.77,0
5.0,11.0,44.23,4.7,0
8.5,14.0,45.54,4.74,0
24.0,34.5,67.7,5.72,0
5.0,1.0,72.11,5.86,0
4.666666666666667,1.75,52.93,5.03,0
4.333333333333333,2.5,39.07,4.38,0
4.0,5.0,36.34,4.23,0
3.7857142857142856,4.333333333333333,33.99,4.09,0
3.5714285714285716,3.666666666666667,32.32,3.98,0
3.357142857142857,3.0,31.38,3.92,0
3.142857142857143,2.3333333333333335,29.5,3.8,0
2.928571428571429,1.666666666666667,27.93,3.69,0
2.7142857142857144,1.0,26.65,3.59,0
2.5,2.0,27.24,3.64,0
7.333333333333334,18.833333333333332,28.31,3.7,0
12.166666666666668,35.666666666666664,25.21,3.48,0
17.0,52.5,27.62,3.65,0
15.0,44.916666666666664,27.68,3.64,0
13.0,37.33333333333333,27.35,3.61,0
11.0,29.75,24.42,3.39,0
9.0,22.166666666666664,23.12,3.3,0
7.0,14.583333333333329,22.4,3.24,0
0.0,7.0,23.26,3.3,0
1.4444444444444446,8.722222222222221,23.74,3.33,0
2.8888888888888893,10.444444444444445,23.16,3.28,0
4.333333333333334,12.166666666666668,22.44,3.22,0
5.777777777777779,13.88888888888889,22.25,3.2,0
7.222222222222222,15.61111111111111,22.12,3.18,0
8.666666666666668,17.333333333333336,22.1,3.18,0
10.111111111111112,19.055555555555557,21.94,3.16,0
11.555555555555557,20.77777777777778,21.45,3.12,0
13.0,22.5,21.55,3.12,0
7.499999999999999,23.0,25.46,3.41,0
2.0,0.0,25.47,3.4,0
0.0,0.0,24.42,3.31,0
0.0,0.07142857142857142,23.24,3.22,0
0.0,0.14285714285714285,23.05,3.2,0
0.0,0.21428571428571427,23.0,3.2,0
0.0,0.2857142857142857,22.23,3.13,0
0.0,0.35714285714285715,21.62,3.08,0
0.0,0.42857142857142855,21.41,3.06,0
0.0,0.5,21.3,3.05,0
0.0,0.5714285714285714,21.16,3.03,0
0.0,0.6428571428571428,21.21,3.03,0
0.0,0.7142857142857143,20.6,2.97,0
0.0,0.7857142857142857,21.09,3.01,0
0.0,0.8571428571428571,21.17,3.01,0
0.0,0.9285714285714285,21.2,3.01,0
0.0,1.0,22.68,3.12,0
7.5,18.333333333333332,22.47,3.09,0
15.0,35.666666666666664,22.03,3.05,0
22.5,53.0,21.94,3.04,0
6.5,7.0,26.75,3.39,0
10.055555555555555,9.88888888888889,26.06,3.33,0
13.61111111111111,12.777777777777779,23.55,3.14,0
17.166666666666664,15.666666666666668,22.48,3.06,0
20.72222222222222,18.555555555555557,22.07,3.02,0
24.27777777777778,21.444444444444443,22.57,3.06,0
27.833333333333332,24.333333333333336,22.43,3.04,0
31.38888888888889,27.222222222222225,22.01,3.0,0
34.94444444444444,30.111111111111114,21.27,2.94,0
38.5,33.0,22.25,3.01,0
0.0,22.0,30.72,3.6,0
0.868421052631579,10.999999999999996,26.67,3.31,0
1.736842105263158,0.0,24.22,3.14,0
2.6052631578947367,0.04545454545454545,24.28,3.14,0
3.473684210526316,0.0909090909090909,23.07,3.04,0
4.342105263157895,0.13636363636363635,22.61,3.01,0
5.2105263157894735,0.1818181818181818,22.3,2.97,0
6.078947368421052,0.22727272727272727,22.1,2.96,0
6.947368421052632,0.2727272727272727,22.24,2.96,0
7.815789473684211,0.3181818181818182,22.55,2.98,0
8.68421052631579,0.3636363636363636,21.95,2.93,0
9.552631578947368,0.40909090909090906,22.53,2.97,0
10.421052631578947,0.45454545454545453,22.71,2.97,0
11.289473684210526,0.49999999999999994,21.94,2.9,0
12.157894736842104,0.5454545454545454,21.78,2.89,0
13.026315789473683,0.5909090909090908,21.9,2.89,0
13.894736842105264,0.6363636363636364,21.92,2.89,0
14.763157894736842,0.6818181818181818,21.91,2.88,0
15.631578947368421,0.7272727272727272,22.39,2.92,0
16.5,0.7727272727272727,22.74,2.94,0
15.785714285714286,0.8181818181818181,24.57,3.07,0
15.071428571428571,0.8636363636363635,23.06,2.95,0
14.357142857142858,0.9090909090909091,22.82,2.93,0
13.642857142857142,0.9545454545454545,22.69,2.91,0
12.928571428571429,1.0,22.58,2.9,0
12.214285714285715,2.666666666666667,23.23,2.94,0
11.5,4.333333333333334,27.16,3.22,0
1.0,6.0,28.76,3.31,0
2.0,1.0,27.67,3.23,0
3.0,1.9166666666666665,26.48,3.15,0
4.0,2.833333333333333,25.29,3.06,0
5.0,3.75,24.62,3.01,0
6.0,4.666666666666666,24.24,2.97,0
7.0,5.583333333333333,24.03,2.96,0
7.375,6.5,25.42,3.05,0
7.75,6.0,25.14,3.03,0
8.125,5.5,25.29,3.03,0
8.5,5.0,28.01,3.22,0
1.5,4.0,29.48,3.3,0
4.666666666666667,3.0,39.05,3.86,0
7.833333333333334,2.0,30.19,3.33,0
11.0,1.0,27.94,3.18,0
47.0,0.0,27.05,3.12,0
36.333333333333336,2.0,27.14,3.12,0
25.666666666666668,4.0,25.95,3.03,0
15.0,6.0,26.24,3.05,0
1.5,1.0,35.6,3.64,0
1.0,0.5,34.88,3.58,0
0.5,0.0,30.22,3.29,0
0.0,0.0,29.65,3.25,0
16.0,0.0,31.11,3.34,0
14.166666666666666,0.0,29.4,3.22,0
12.333333333333334,0.0,27.97,3.13,0
10.5,0.0,27.48,3.09,0
8.666666666666668,2.0,31.33,3.34,0
6.833333333333334,2.0,28.89,3.17,0
5.0,2.0,29.35,3.2,0
3.5,2.5,28.33,3.12,0
23.0,52.0,31.4,3.31,0
33.0,19.5,50.74,4.34,0
8.0,18.5,42.88,3.94,0
20.5,5.5,50.39,4.3,0
17.0,0.0,47.62,4.14,0
13.5,14.0,35.21,3.51,0
13.4,9.333333333333332,39.24,3.73,0
13.3,4.666666666666666,35.48,3.52,0
13.2,0.0,32.29,3.32,0
13.1,0.75,33.41,3.39,0
13.0,1.5,32.2,3.31,0
35.0,40.0,34.65,3.45,0
0.0,31.5,46.03,4.06,0
50.0,23.0,40.47,3.75,0
14.5,36.0,44.91,3.99,0
26.5,11.0,48.22,4.14,0
65.5,65.0,63.81,4.82,0
35.5,55.5,70.41,5.03,0
18.0,23.5,102.78,6.15,1
21.0,29.0,73.38,5.14,0
14.5,6.5,78.97,5.34,0
3.5,4.0,55.59,4.43,0
9.0,8.0,57.28,4.51,0
3.0,4.0,67.91,4.93,0
46.5,64.0,58.07,4.52,0
4.5,16.5,94.57,5.86,0
0.0,1.0,75.3,5.15,0
31.0,34.0,62.46,4.64,0
9.0,7.0,74.25,5.13,0
23.0,17.0,86.78,5.57,0
3.5,5.5,90.16,5.68,0
0.0,3.25,83.26,5.43,0
0.0,1.0,71.58,5.02,0
0.0,1.0,74.02,5.11,0
27.0,19.5,84.06,5.44,0
22.4,14.625,89.12,5.59,0
17.8,9.75,67.73,4.84,0
13.200000000000001,4.875,55.27,4.33,0
8.600000000000001,0.0,51.92,4.19,0
4.0,6.0,49.83,4.08,0
83.0,60.0,64.87,4.73,0
0.0,1.5,90.78,5.65,0
56.5,50.5,89.53,5.58,0
0.0,0.0,118.28,6.44,0
4.5,39.0,89.88,5.57,0
2.25,13.0,73.72,4.99,0
0.0,1.0,90.54,5.6,0
3.0,10.0,89.09,5.55,0
3.5,4.5,86.4,5.45,0
0.0,0.0,78.55,5.18,0
3.75,3.0,72.08,4.93,0
7.5,6.0,61.33,4.51,0
11.75,4.0,61.55,4.52,0
16.0,2.0,56.41,4.3,0
20.25,0.0,51.5,4.08,0
24.5,42.0,57.25,4.33,0
8.5,1.0,83.78,5.34,0
7.0,5.0,75.02,5.0,0
8.0,0.0,82.81,5.28,0
6.0,0.0,66.39,4.66,0
4.0,10.5,65.44,4.64,0
40.0,60.0,70.04,4.81,0
16.0,31.0,78.36,5.11,0
1.0,1.5,73.81,4.93,0
0.0,1.5,63.97,4.57,0
0.0,0.0,67.39,4.7,0
6.5,25.0,64.01,4.57,0
38.5,10.0,59.55,4.38,0
3.0,5.5,96.85,5.74,0
14.5,10.5,94.26,5.62,0
2.0,2.0,88.1,5.44,0
2.25,1.0,86.95,5.4,0
2.5,0.0,72.18,4.88,0
3.375,0.0,70.61,4.83,0
4.25,0.0,74.21,4.96,0
5.125,0.0,81.18,5.21,0
6.0,11.5,75.08,4.99,0
5.3,9.8,74.31,4.99,0
4.6,8.1,64.27,4.99,0
3.9,6.4,59.11,4.99,0
3.2,4.7,56.39,4.99,0
2.5,3.0,54.97,4.99,0
35.0,40.0,65.33,4.99,0
11.0,6.5,70.3,4.99,0
30.25,10.25,85.1,4.99,0
49.5,14.0,75.26,4.99,0
4.0,0.0,66.85,4.99,0
9.5,10.0,63.75,4.99,0
8.0,5.0,65.83,4.99,0
6.5,0.0,61.73,4.99,0
5.0,6.0,59.86,4.99,0
2.0,2.0,63.36,4.99,0
1.75,5.5,62.39,4.99,0
1.5,9.0,57.57,4.99,0
1.25,5.0,65.25,4.99,0
1.0,1.0,62.03,4.99,0
0.0,0.0,61.43,4.99,0
0.0,1.75,55.08,4.99,0
0.0,3.5,53.12,4.99,0
11.000000000000002,5.25,51.66,4.99,0
22.0,7.0,54.36,4.99,0
18.583333333333332,6.083333333333333,53.87,4.99,0
15.166666666666668,5.166666666666667,54.33,4.99,0
11.75,4.25,52.85,4.99,0
8.333333333333334,3.3333333333333335,76.5,4.99,0
4.916666666666668,2.416666666666667,53.92,4.99,0
1.5,1.5,47.46,4.99,0
4.0,3.5,53.96,4.99,0
2.0,0.0,56.65,4.99,0
0.0,0.0,61.0,4.99,0
15.0,33.0,63.6,4.99,0
5.0,9.0,67.2,4.99,0
6.5,5.5,70.5,4.99,0
1.5,1.5,64.18,4.99,0
2.0,2.0,59.89,4.99,0
12.75,11.5,58.49,4.99,0
23.5,21.0,57.68,4.99,0
11.75,26.8,73.83,4.99,0
0.0,32.6,59.83,4.99,0
14.333333333333334,38.400000000000006,54.8,4.99,0
28.666666666666668,44.2,53.16,4.99,0
43.0,50.0,55.23,4.99,0
40.0,42.75,68.69,4.99,0
37.0,35.5,62.31,4.99,0
4.0,4.0,74.57,4.99,0
3.5,4.0,84.18,4.99,0
12.5,7.0,80.78,4.99,0
0.0,0.0,69.56,4.99,0
3.0,4.5,65.2,4.99,0
2.4,3.9,61.29,4.99,0
1.8,3.3,58.69,4.99,0
1.2,2.7,57.88,4.99,0
0.6000000000000001,2.1,54.4,4.99,0
0.0,1.5,53.88,4.99,0
0.0,0.0,55.05,4.99,0
0.0,1.1,54.44,4.99,0
2.25,2.2,53.41,4.99,0
4.5,3.3000000000000003,51.98,4.99,0
6.75,4.4,50.26,4.99,0
9.0,5.5,50.2,4.99,0
37.5,36.0,55.6,4.99,0
8.5,8.5,67.09,4.99,0
9.5,14.5,69.68,4.99,0
15.0,10.0,92.7,4.99,0
17.0,12.5,81.26,4.99,0
19.0,15.0,73.22,4.99,0
8.8,7.0,102.38,4.99,0
6.0,6.5,81.42,4.99,0
23.0,28.0,73.2,4.99,0
21.5,7.5,110.08,4.99,0
20.73076923076923,0.0,138.13,4.99,0
19.96153846153846,0.0,109.09,4.99,0
19.192307692307693,0.0,85.77,4.99,0
18.423076923076923,0.0,72.7,4.99,0
17.653846153846153,0.0,75.94,4.99,0
16.884615384615383,0.0,78.44,4.99,0
16.115384615384613,0.0,73.48,4.99,0
15.346153846153847,0.0,66.56,4.99,0
14.576923076923077,0.0,49.27,4.99,0
13.807692307692307,0.0,57.57,4.99,0
13.038461538461538,0.0,58.1,4.99,0
12.269230769230768,0.0,63.13,4.99,0
11.5,11.0,59.45,4.99,0
11.0,5.499999999999999,83.29,4.99,0
10.5,0.0,83.55,4.99,0
1.0,3.0,66.21,4.99,0
2.333333333333333,13.0,64.62,4.99,0
3.6666666666666665,7.25,96.57,4.99,0
5.0,1.5,63.79,4.99,0
11.5,45.0,64.04,4.99,0
6.0,12.0,101.8,4.99,0
3.0,6.0,98.23,4.99,0
1.0,0.0,92.11,4.99,0
15.500000000000002,12.5,87.77,4.99,0
30.0,25.0,86.26,4.99,0
3.0,15.0,82.32,4.99,0
4.0,5.0,77.92,4.99,0
7.5,9.0,81.37,4.99,0
7.0,4.0,99.99,4.99,0
10.0,13.0,80.82,4.99,0
3.5,7.0,72.52,4.99,0
106.5,66.0,71.82,4.99,0
3.5,4.0,117.48,4.99,0
1.5,0.0,87.69,4.99,0
65.5,66.0,80.26,4.99,0
10.0,12.0,154.97,4.99,0
0.0,0.0,141.88,4.99,0
0.0,1.5,124.09,4.99,0
0.5,3.0,114.17,4.99,0
42.0,12.0,117.58,4.99,1
27.0,14.5,165.93,4.99,1
3.5,7.0,124.97,4.99,0
2.333333333333333,0.0,116.98,4.99,0
1.1666666666666665,0.0,97.69,4.99,0
0.0,0.0,88.13,4.99,0
20.5,19.5,74.1,4.99,0
41.0,25.0,71.57,4.99,0
15.5,10.0,88.29,4.99,0
14.5,16.5,83.03,4.99,0
12.75,16.25,100.79,4.99,1
11.0,16.0,74.26,4.99,0
9.25,15.75,72.32,4.99,0
7.5,15.5,66.32,4.99,0
11.0,16.5,67.93,4.99,0
12.0,12.5,84.93,4.99,0
12.0,11.5,76.08,4.99,0
6.0,6.25,74.8,4.99,0
0.0,1.0,80.19,4.99,0
0.0,0.6666666666666667,90.16,4.99,0
0.0,0.33333333333333337,77.82,4.99,0
0.0,0.0,70.99,4.99,0
6.5,4.5,68.43,4.99,0
5.0,2.5,73.34,4.99,0
65.5,27.5,72.76,4.99,0
45.5,55.0,75.82,4.99,0
22.750000000000004,0.0,69.92,4.99,0
0.0,0.0,65.19,4.99,0
0.75,1.0,62.79,4.99,0
1.5,2.333333333333333,67.11,4.99,0
2.25,3.6666666666666665,62.07,4.99,0
3.0,5.0,60.21,4.99,0
19.0,12.0,65.5,4.99,0
0.0,8.0,61.88,4.99,0
3.0,4.0,59.55,4.99,0
3.5,3.5,63.14,4.99,0
14.2,2.25,63.97,4.99,0
24.9,1.0,59.9,4.99,0
35.599999999999994,3.0,62.73,4.99,0
46.3,5.0,81.48,4.99,0
57.0,57.0,82.92,4.99,0
29.25,47.83333333333333,83.24,4.99,0
1.5,38.666666666666664,65.89,4.99,0
33.0,29.5,65.61,4.99,0
15.0,16.0,81.06,4.99,0
14.4,10.666666666666668,90.39,4.99,0
13.8,5.333333333333334,68.7,4.99,0
13.2,0.0,64.11,4.99,0
12.6,5.500000000000001,63.84,4.99,0
12.0,11.0,63.16,4.99,0
18.0,1.0,79.39,4.99,0
5.5,2.5,71.29,4.99,0
9.25,7.25,64.99,4.99,0
13.0,12.0,63.14,4.99,0
3.0,0.0,64.96,4.99,0
2.0,0.0,64.41,4.99,0
1.0,0.0,61.65,4.99,0
0.5,0.0,64.14,4.99,0
0.0,0.0,65.72,4.99,0
0.0,0.0,62.55,4.99,0
0.0,0.0,58.41,4.99,0
0.0,0.0,57.94,4.99,0
0.0,0.0,58.97,4.99,0
0.0,0.0,62.1,4.99,0
3.0,6.5,62.95,4.99,0
20.5,19.5,73.82,4.99,0
17.9375,17.0625,88.89,4.99,0
15.375,14.625,66.12,4.99,0
12.8125,12.1875,59.28,4.99,0
10.25,9.75,54.75,4.99,0
7.687499999999998,7.3125,51.98,4.99,0
5.124999999999998,4.875,51.49,4.99,0
2.5625,2.4375,51.56,4.99,0
0.0,0.0,50.82,4.99,0
